key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,Search,,DOI (Screened),For search,,,,,
rayyan-1032990971,Enabling Marine Energy Integration for Ocean Observing: Functional Requirements,2020,,,2020 Global Oceans 2020: Singapore - U.S. Gulf Coast,,,,,"Cavagnaro, R.J. and Matthews, C. and Hume, D. and Raye, R. and Copping, A. and Jenne, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104636140&doi=10.1109%2fIEEECONF38699.2020.9389228&partnerID=40&md5=ebbe96a37d03c6ad35242f6907eb4cb3,,,,"Marine renewable energy (i.e., wave, tidal or ocean current, thermal gradient, and salinity gradient) or MRE can revolutionize ocean observing capabilities. Five use cases representing a range of ocean observing platforms were developed based on end-user feedback. Drawing from these use cases, common needs or functional requirements were developed to help guide the integration of MRE power delivery for ocean observation structures and functions. The functional requirements were determined from descriptions of the use cases, specifications of hardware that are used or closely associated with existing ocean observation platforms, and direct feedback from ocean observation sensor/platform developers and users. Twenty types of functional requirements were identified, including those associated with power and energy use; physical system requirements; temperature and depth; electrical, acoustic, and motion interference; and reliability. Each set of functional requirements is illustrated as features of the use cases. By defining functional requirements for MRE technology integration in ocean observing platforms, and focusing on end-user requirements, barriers to developing MRE-driven ocean observation missions can be reduced. © 2020 IEEE.","Export Date: 03 July 2023; Cited By: 5 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: Energy,neutral,Tier 2 (Applications)",10.1109/IEEECONF38699.2020.9389228,blue economy;functional requirements;marine renewable energy;ocean observations;Electric power transmission;Feedback;Integral equations;Integration;Tidal power;End user requirements;End-user feedback;Functional requirement;Marine renewable energy;Ocean observations;Physical systems;Salinity gradients;Technology Integration;Oceanography;Military Personnel,,,10.1109/IEEECONF38699.2020.9389228,DOI(,10.1109/IEEECONF38699.2020.9389228,DOI(10.1109/IEEECONF38699.2020.9389228) OR,,,,,
rayyan-1032990972,The blue economy and its long-term competitive advantage: An examination of China's coastal tourism,2020,,,Quality Management for Competitive Advantage in Global Markets,,,,136-158,"Zhang, H. and Marjerison, R.K. and Zhao, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137701105&doi=10.4018%2f978-1-7998-5036-6.ch008&partnerID=40&md5=624cff1f9d5fdfbc6590d14450ad8208,,,,"This chapter seeks to determine whether China's coastal tourism industry can remain competitive in the long run under the blue economy ideology. Current literature claims that when the ocean becomes over-commercialized by the tourism industry, it can potentially lose its pristine amenities, which tourists are attracted to in the first place. By surveying both coastal tourists and residents regarding their stakeholders, coastal resources, and tourism service characteristics, this chapter concludes that such a threat is not impeding progress because coastal tourists and residents have not only overlapping desires but also have interchangeable identities. By conducting tourism service quality management, China's coastal regions have the potential to satisfy both tourists and residents' needs simultaneously by taking advantage of the blue economy transition. © 2021, IGI Global.","Export Date: 03 July 2023; Cited By: 0 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: tourism,positive,Tier 2 (Applications)",10.4018/978-1-7998-5036-6.ch008,China,,,10.4018/978-1-7998-5036-6.ch008,DOI(,10.4018/978-1-7998-5036-6.ch008,DOI(10.4018/978-1-7998-5036-6.ch008) OR,,,,,
rayyan-1032990973,Macroalgal biorefineries for the blue economy,2020,,,Macroalgal Biorefineries for the Blue Economy,,,,1-288,"Golberg, A. and Robin, A.N. and Zollmann, M. and Traugott, H. and Palatnik, R.R. and Israel, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114977931&doi=10.1142%2f11937&partnerID=40&md5=b71124ff4b37d95c43b2d7bdbf884363,,,,"This unique compendium provides an insight into the role of emerging marine biorefineries based on macroalgae (seaweeds) in the development of a sustainable use of ocean resources for economic growth-blue economy. The useful reference text shows a complete picture on the motivation to develop seaweed technologies, and how the combination of biology, cultivation technologies and downstream processing with economics can address the social challenges through the blue growth. © 2021 by World Scientific Publishing Co. Pte. Ltd.","Export Date: 03 July 2023; Cited By: 1 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: neutral,non-targeted,Tier 2 (Applications)",10.1142/11937,,,,10.1142/11937,DOI(,10.1142/11937,DOI(10.1142/11937) OR,,,,,
rayyan-1032990974,Nature-based marine tourism in the Gulf of California and Baja California Peninsula: Economic benefits and key species,2020,,,Natural Resources Forum,,44,2,111-128,"Cisneros-Montemayor, A.M. and Townsel, A. and Gonzales, C.M. and Haas, A.R. and Navarro-Holm, E.E. and Salorio-Zuñiga, T. and Johnson, A.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082519780&doi=10.1111%2f1477-8947.12193&partnerID=40&md5=d75a0cf4a80e3ac889e23f77fe07b877,,,,"Ecotourism can incentivize social and environmental benefits through marine conservation, in parallel with efforts to better manage fisheries, coastal development, and other human pressures. In Mexico's Gulf of California and Baja California Peninsula (GCBP), marine ecosystems support tourism activities in many communities, but to date there have been no region-wide studies to estimate their benefits or identify key species. Based on data collected in this study, each year nature-based marine tourism in the GCBP results in 896,000 visits, US$518 million in expenditures and at least 3,575 direct jobs from formal operations. In interviews with operators, over 40 species groups were named as important; sea lions, whale sharks, whales, and marlin were the highest ranked, highlighting the importance of ecosystem-wide health for nature-based tourism sustainability. Local employment and the ability to make economic and conservation goals compatible were noted by operators as significant opportunities provided by nature-based marine tourism; challenges included pollution and declines in ecosystem health, a lack of infrastructure, poor resource management policies, and high operating costs. As nature-based marine tourism expands, a wider transition to true ecotourism, a focus on equitable benefits and collaboration between stakeholders and a cross-scale and ecosystem approach to management will be vital for achieving potential sustainable social, ecological and economic benefits. © 2020 United Nations","Export Date: 03 July 2023; Cited By: 10 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: neutral,tourism,Tier 2 (Applications)",10.1111/1477-8947.12193,Blue Economy;diving and snorkeling;ecosystem-based management;ecotourism;recreational fishing;whale and shark watching;Baja California [(PNN) Mexico];Gulf of California;Mexico [North America];Pacific Ocean;Cetacea;Chondrichthyes;Otariidae;Rhincodontidae;coastal development;economic impact;employment;fishery management;incentive;marine ecosystem;nature conservation;California;Military Personnel,,,10.1111/1477-8947.12193,DOI(,10.1111/1477-8947.12193,DOI(10.1111/1477-8947.12193) OR,,,,,
rayyan-1032990975,More than fish: Policy coherence and benefit sharing as necessary conditions for equitable aquaculture development,2021,,,Marine Policy,,123,,,"Brugere, C. and Troell, M. and Eriksson, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095412637&doi=10.1016%2fj.marpol.2020.104271&partnerID=40&md5=bb541ca1a69d6b69d2ba4b8cec8d6c6a,,,,"Aquaculture development is part of the Blue Economy narrative and it may offer opportunities for improving the well-being of coastal people and the wider population. However, unlocking its full potential is unlikely to occur through sole focus on increasing production. Using a framework for identifying the “people-policy gap” in aquaculture as a starting point, we introduce benefit sharing as a necessary and complementary concept to filling this gap, as well as the notion of policy coherence to achieve equitable aquaculture development. We examine these concepts in the context of mariculture development through an analysis of national mariculture policies and plans from a selection of Western Indian Ocean (WIO) countries. Our analysis shows that whilst important building blocks and a common thrust for equitable mariculture development exist at regional level, mechanisms through which the benefits from mariculture development are to reach stakeholders affected directly and indirectly by mariculture operations at national levels are not adequately considered. Lack of policy coherence at national level not only prevents progress towards closing the “people-policy gap” in mariculture development, but it may also jeopardise how the sector can live up to its expectations in the region. On the basis of these considerations, we extend our reflection to the aquaculture sector as a whole and argue that policy coherence and benefit sharing should become key considerations in the planning and future development of sustainable and equitable aquaculture. © 2020","Export Date: 03 July 2023; Cited By: 28 | RAYYAN-INCLUSION: { Xiaoyu => Included ,  Basil  => Included } | RAYYAN-LABELS: neutral,aquaculture",10.1016/j.marpol.2020.104271,Aquaculture;Benefit sharing;Blue economy;Equity;Mariculture;Policy coherence;Western Indian Ocean;Indian Ocean;equity;fishery management;fishery policy;mariculture;policy development;resource development;stakeholder,,,10.1016/j.marpol.2020.104271,DOI(,10.1016/j.marpol.2020.104271,DOI(10.1016/j.marpol.2020.104271) OR,,,,,
rayyan-1032990976,Editorial: The blue economy of the GCC region: Sustainability and security,2020,,,Marine Policy,,116,,,"Alshubiri, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078768892&doi=10.1016%2fj.marpol.2020.103843&partnerID=40&md5=880730dc65c0eb2f2dd012317ce34ff9,,,,,"Export Date: 03 July 2023; Cited By: 0 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: neutral,Tier 1 (BE),non-targeted",10.1016/j.marpol.2020.103843,international organization;marine policy;marine resource;national security;resource economy;sustainability,,,10.1016/j.marpol.2020.103843,DOI(,10.1016/j.marpol.2020.103843,DOI(10.1016/j.marpol.2020.103843) OR,,,,,
rayyan-1032990977,Capacity building and technology transfer for improving governance of marine areas both beyond and within national jurisdiction,2020,,,Marine Policy,,122,,,"Vierros, M.K. and Harden-Davies, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089460885&doi=10.1016%2fj.marpol.2020.104158&partnerID=40&md5=9b50bd617f65433242ce8be5ac3a97bf,,,,"Capacity building and technology transfer (CBTT) are vital for the success of a new international legally-binding agreement for marine biodiversity beyond national jurisdiction. Without effective CBTT, many developing countries are unlikely to be able to fulfill their obligations in areas beyond national jurisdiction (ABNJ), including by undertaking area-based management, evaluating environmental impact assessments, and benefiting from the utilization of marine genetic resources – or to realize their rights. Meanwhile, several other international commitments require varying forms of CBTT at global, regional and national levels. This article analyses areas where synergies are possible for implementing CBTT, and those where additional, ABNJ-related capacities will need to be mainstreamed for holistic ocean management. We argue that CBTT is more meaningful, effective and resource-efficient if it corresponds to the ecological realities of an interconnected ocean by linking initiatives relating to ABNJ with those within national jurisdiction. We discuss why and how CBTT is also more useful on the national level if it maximizes synergies between international policies and agreements, and allows countries to concurrently participate in a BBNJ agreement and fulfill national priorities related to sustainable development, for example by enhancing livelihoods, eradicating hunger and poverty, and building capacity for science and innovation as part of national blue economies based on healthy ocean ecosystems. The Decade of Ocean Science for Sustainable Development offers a timely opportunity to operationalize robust CBTT measures under the BBNJ agreement and maximize synergies with other international commitments - as part of broader efforts to achieve Agenda 2030. © 2020 Elsevier Ltd",Export Date: 03 July 2023; Cited By: 14 | RAYYAN-INCLUSION: { Marianne => Excluded },10.1016/j.marpol.2020.104158,biodiversity;developing world;environmental impact assessment;governance approach;holistic approach;livelihood;marine policy;policy implementation;sustainable development;Military Personnel,,,10.1016/j.marpol.2020.104158,DOI(,,,,,,,
rayyan-1032990978,Promoting the Blue Economy: The Challenge,2020,,,Shaping the Future of Small Islands: Roadmap for Sustainable Development,,,,251-268,"Mohabeer, R. and Roberts, J.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150563639&doi=10.1007%2f978-981-15-4883-3_14&partnerID=40&md5=9594d16a4f71502481e2f375ddb82a92,,,,"The setting of this chapter is the South Western Indian Ocean and its wider region including countries on the South Eastern coast of Africa, the Maldives islands, and the small island states on the west coast of Africa. The subject is the work of the Indian Ocean Commission (IOC), an inter-governmental body, in co-ordinating a strategy and programmes of action for promoting the Blue Economy. This involves sustainable maritime development in the large exclusive marine zones of this region and the pursuit of a policy for zero waste. The IOC programme has involved a series of consultations for advancing the strategy and reflecting on specific innovative activities across this wide region. This has brought together people from the public and private sectors, civil society, and youth and women’s groups, exchanging ideas and examples of practice. The latest Forum was in December 2019, the outcomes of which are presented in this chapter. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd. 2021.","Export Date: 03 July 2023; Cited By: 0 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: negative,Tier 1 (BE),non-targeted",10.1007/978-981-15-4883-3_14,Blue economy;Climate change;Maritime development;Ocean governance;South Western Indian Ocean,,,10.1007/978-981-15-4883-3_14,DOI(,10.1007/978-981-15-4883-3_14,DOI(10.1007/978-981-15-4883-3_14) OR,,,,,
rayyan-1032990979,Dataset of human interventions as anthropogenic perturbations on the Caribbean coast of Colombia,2020,,,Data in Brief,,31,,,"Botero, C.M. and Pereira, C.I. and Milanes, C.B. and Pranzini, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086863805&doi=10.1016%2fj.dib.2020.105847&partnerID=40&md5=51f791d906e31ae56210b08499461cde,,,,"Human interventions on coastal areas are always causing environmental impact; however, most of the times inventories of those interventions are possibly not well structured, and surely without a specific standard. The raw data presented shows an exhaustive and systematic revision of satellite images on 1700 km of the Caribbean coast of Colombia, where 2743 human interventions were identified. These interventions are classified in 38 categories in order to assess their environmental impact at a regional scale. The filtered data shows the environmental impact obtained for each category and the values allotted to each of the four parameters used for this evaluation. Moreover, the data is filtered for each of the five environmental coastal units in which the Caribbean coast of Colombia is divided by national regulations. Finally, the filtered and processed data shows the analysis done to obtain the graphical results of a previously paper (An evaluation of human interventions in the anthropogenically disturbed Caribbean Coast of Colombia [1]). Therefore, this dataset comprises three spreadsheets (xlsx) and two geographical files (kmz), which are ready to be used for any researcher, decision maker, land planner or practitioner interested in making further analysis on environmental impact assessment in coastal areas. Additionally, the dataset is carefully organised for educational exercises in such a manner that professors or lecturers can repeat the same steps in this study area or in their own, from the inventory to the final results. © 2020 The Author(s)","Export Date: 03 July 2023; Cited By: 5 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: negative,Tier 1 (BE),non-targeted",10.1016/j.dib.2020.105847,Blue economy;Caribbean Sea;Coastal management;Environmental impact assessment;Google Earth imagery;Humanities;Humanism;Humans;Colombia;Caribbean Region,,,10.1016/j.dib.2020.105847,DOI(,10.1016/j.dib.2020.105847,DOI(10.1016/j.dib.2020.105847) OR,,,,,
rayyan-1032990980,Assembling marine spatial planning in the global south: International agencies and the fate of fishing communities in India,2020,,,Maritime Studies,,19,3,375-387,"Karnad, D. and St. Martin, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079460228&doi=10.1007%2fs40152-020-00164-4&partnerID=40&md5=4d79a7f6a1c9d4ae4376b5cb978c8ce5,,,,"The language and practice of Marine spatial planning (MSP) is typically associated with state-led multi-sectoral planning efforts. Yet in countries like India, where the government is not yet promoting MSP, ocean space has already been divided using principles and practices that are characteristic of MSP elsewhere in the world. Instead of being initiated by the state, these MSP-like processes are initiated by international agencies when industries seek large-scale development of India’s marine ecosystems. Although intended as an inclusive, holistic process to plan industrial development, this assemblage of MSP technologies, processes, and practices mandated by international corporations produces a particular power relation through its rejection of local knowledge and insistence on data, for instance, in the form of discrete, geo-coded polygons. This paper argues that this form of MSP produces an ontological politics, despite emerging from seemingly rational, post-political, and technocratic processes. Engaging with such politics is increasingly possible with access to geographical information systems, and this, therefore, provides a novel space in which to engage in political struggle. The case of externally mandated MSP in India demonstrates that non-state actors can initiate MSP, and therefore, opens the possibility for fishing communities, as non-state actors, to directly engage with the assemblage of practices that produce MSP. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Export Date: 03 July 2023; Cited By: 10 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: neutral,fisheries,Tier 2 (Applications)",10.1007/s40152-020-00164-4,Blue economy;Commons;Community;Fishing territories;Marine spatial planning;Ontological politics;India;fishing community;GIS;government;holistic approach;industrial development;international aid;marine ecosystem;marine environment;spatial planning;traditional knowledge;Military Personnel,,,10.1007/s40152-020-00164-4,DOI(,10.1007/s40152-020-00164-4,DOI(10.1007/s40152-020-00164-4) OR,,,,,
rayyan-1032990981,"Awash with contradiction: Capital, ocean space and the logics of the Blue Economy Paradigm",2020,,,Geoforum,,113,,121-132,"Mallin, F. and Barbesgaard, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084662682&doi=10.1016%2fj.geoforum.2020.04.021&partnerID=40&md5=618fb9aadb83f90428775def791bda01,,,,"Over the course of the past decade, the political economy of global ocean space has entered into a process of significant transformation. In this context, multilateral, corporate and financial attention dedicated to so-called ‘blue growth’ and ‘blue economy’ schemes has been extraordinary; consequentially spawning critical inquiries into the origins and motives behind these initiatives. Offering different analytical interpretations of contemporary blue economy politics, as well as their origins and effects, geographers have entered this debate with a strong focus on institutional discourses and policy agendas. Building on critical political economy of ocean space literatures, this paper emphasises instead the role of capital in appropriating and re-organising the seas according to its own needs. Our primary aim is to elucidate the territorial-economic tensions and geopolitical antagonisms that drive current trends by historicising the emergence of the Blue Economy Paradigm (BEP). The paper shows that a Procrustean political geography of ocean space increasingly poses a barrier to capitalist expansion. © 2020 Elsevier Ltd","Export Date: 03 July 2023; Cited By: 30 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: negative,Tier 1 (BE),non-targeted",10.1016/j.geoforum.2020.04.021,Deep-sea mining (DSM);Geopolitics;Maritime geography;Ocean grabbing;Political economy;UNCLOS;capital;capitalism;financial market;geopolitics;multilateral trade;political economy;political geography,,,10.1016/j.geoforum.2020.04.021,DOI(,10.1016/j.geoforum.2020.04.021,DOI(10.1016/j.geoforum.2020.04.021) OR,,,,,
rayyan-1032990982,Stakeholder Perspectives on Opportunities and Challenges in Achieving Sustainable Growth of the Blue Economy in a Changing Climate,2020,,,Frontiers in Marine Science,,6,,,"Hoerterer, C. and Schupp, M.F. and Benkens, A. and Nickiewicz, D. and Krause, G. and Buck, B.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078802708&doi=10.3389%2ffmars.2019.00795&partnerID=40&md5=e6cfffdfac645695a48693dab3b3e21b,,,,"Coastal marine environments provide livelihoods as billions of people around the world depend greatly on sustainability efforts in the Blue Economy. In this study, we investigated how stakeholders from important Blue Economy sectors along the German North Sea coast perceive the impacts of climate change on their daily work life and the growth of the Blue Economy. In a two-stage approach we first conducted two stakeholder workshops with representatives from the regional sea food sector, science, NGOs and local authorities, in order to identify important issues linked to climate change affecting environment, society, economy and policy. In the second stage, we conducted semi-structured interviews with key knowledge holders from the Blue Economy, to evaluate and validate the most important issues identified during the first stage, and the impacts on the respective sectors. The workshop participants identified perceptible effects of climate change on their marine environment. Early career scientists showed that they possess a clear focus on measures for climate change adaptation, transdisciplinary approaches and knowledge transfer. The interviews revealed that the climate change effects could be perceived as both negative and positive, depending on the sector. Other issues, especially political decisions and developments are perceived to have a greater immediate impact on the Blue Economy than the slow progress of climate change effects. Additionally, increased human activities, in the form of new or intensified uses like marine renewable energy generation, have a greater influence and lead to conflicts between the Blue Economy sectors. Our study showed that economic and societal stakeholders in Germanys North Sea region are aware of climate change and already perceive its effects on their businesses. Synergies and conflicts between the sectors and political decisions might influence sustainable growth of the Blue Economy in highly contested regions, such as the North Sea basin, much stronger than the effects of climate change. This calls for a more flexible and adaptive approach to policymaking, taking into account the changing environmental, social and economic realities. © Copyright © 2020 Hoerterer, Schupp, Benkens, Nickiewicz, Krause and Buck.","Export Date: 03 July 2023; Cited By: 15 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: negative,Tier 1 (BE),non-targeted",10.3389/fmars.2019.00795,adaptation;aquaculture;blue growth;fisheries;North Sea;seafood;tourism,,,10.3389/fmars.2019.00795,DOI(,10.3389/fmars.2019.00795,DOI(10.3389/fmars.2019.00795) OR,,,,,
rayyan-1032990983,Economic Opportunities in Blue Economy in Africa,2020,,,Asia-Africa Growth Corridor: Development and Cooperation in Indo-Pacific,,,,89-110,"Mohanty, S.K. and Dash, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143154066&doi=10.1007%2f978-981-15-5550-3_6&partnerID=40&md5=61f88b10af54a43a682531369fd0e15e,,,,"Blue Economy has emerged as a new development paradigm to spur growth dynamism in littoral countries with strong adherence to the set norms associated with environmental and ecological sustainability. Consisting of the ocean and ocean-related activities such as fisheries, port and shipping, deep sea mining, ocean energy, coastal tourism, ecosystem services and marine services, it offers huge potential for economic expansion. As countries compete over finite land resources, the next competition among countries is expected to be in the domain of ocean sector. Moreover, maritime transport continues to remain a crucial means of navigation and trade. Many Asian and African coastal nations have long coastlines and large coastal communities which could provide much-needed trigger to the process of economic development. For the purpose of planning for investment, employment, growth and non-traditional security issues, knowledge about potentials of Blue Economy sectors is paramount. For this purpose, understanding about ‘Stylised facts’ of the Blue Economy is necessary which is not available in the literature. Some of the key sectors linked with food security, nutritional security and livelihood security like the fishery sector is associated with Blue Economy. Eastern African countries such as Kenya, Madagascar, Mozambique, Comoros and others are located in the Indian Ocean Rim. Their strategic location in the Indian Ocean provides huge opportunities for unleashing the potential of marine resources for the expansion of businesses, promoting entrepreneurship, increasing exports, creating jobs, and empowering the native coastal communities. With growing awareness about Blue Economy and the advancement of technologies, it can offer tremendous investment opportunities and provide a necessary trigger to the growth momentum. Despite long coastlines and endowment of various ocean resources, the Eastern African countries have not yet optimally harnessed this sector for the attainment of economic growth and other developmental objectives. This chapter discusses the concept, definitions and potential of Blue Economy in Africa including detailed coverage of fisheries, marine minerals, marine biological resources and  coastal tourism. The role of India and Japan cooperation under the initiative of AAGC to promote Blue Economy in the Afro-Asian region is also highlighted. © Springer Nature Singapore Pte Ltd. 2020.","Export Date: 03 July 2023; Cited By: 1 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: positive,Tier 1 (BE),non-targeted",10.1007/978-981-15-5550-3_6,Africa,,,10.1007/978-981-15-5550-3_6,DOI(,10.1007/978-981-15-5550-3_6,DOI(10.1007/978-981-15-5550-3_6) OR,,,,,
rayyan-1032990984,Towards Blue Economy: A Perspective,2020,,,Indian Journal of Geosciences,,74,3,191-196,"Nayak, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127444703&partnerID=40&md5=7ffb5d1c98a2e184e3d7c0224cbe8f28,,,,"The term ‘Blue Economy’ emphasizes essentially an ocean-dependent economic development to improve quality of life of people. India committed to advance the “Blue Economy” and several programs have been initiated to promote blue economy in the country. One of the important components of promoting blue economy is to have adequate information about sea bed and mineral resources, in the Exclusive Economic Zone (EEZ), Legal Continental Shelf as well as High Seas. Apart from placer minerals on the coast, we need to explore for minerals, such as manganese nodules, polymetallic sulphides and cobalt crusts in High Seas. The availability of gas hydrates on our continental shelf has huge potential to satisfy our ever-increasing energy requirements. We need to invest in developing technology and human resources to utilize these resources. At the same time, the development of offshore mineral and energy resources will need setting up of infrastructure facilities on the coast. As coastal zone is vulnerable to many hazards such as cyclones, storm surges, tsunamis, coastal erosion, sea level rise, etc., an assessment of coastal vulnerability to understand risks involved, has to be undertaken. Various environmental data will be required to utilize ocean resources. An institutional framework for implementing activities related to blue economy to be set up so that investments in building infrastructure, developing human resources, and setting up governance system shall pay rich dividends for future generations and ensure sustainability. © 2020 Geological Survey of India. All right reserved.","Export Date: 03 July 2023; Cited By: 1 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: positive,Tier 1 (BE),non-targeted",,Blue economy;coastal zone management;gas hydrate;polymetallic nodules and sulphides;India;coastal zone;continental shelf;economic development;Exclusive Economic Zone;sulfide;vulnerability,,,Towards Blue Economy: A Perspective,TITLE(,Towards Blue Economy: A Perspective,TITLE(Towards Blue Economy: A Perspective) OR,,,,,
rayyan-1032990985,"Comparative coastal and marine tourism, climate change, and the blue economy in African Large Marine Ecosystems",2020,,,Environmental Development,,36,,,"Karani, P. and Failler, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092458640&doi=10.1016%2fj.envdev.2020.100572&partnerID=40&md5=98b348acb4bb75e4cbb4422336e19ff5,,,,"This paper outlines potential opportunities for Africa's Large Marine Ecosystems (LMEs) development driven by blue economy from key strategic sectors including: Coastal and Marine Tourism; Climate Resilience; Environment; Blue Carbon and Ecosystem Services and Infrastructure. The sectoral approach is key to economic development in Africa with potential for income generation, employment creation and poverty reduction, as well as creating blue and green carbon sinks to address climate change problem and environmental management in African LMEs. The sectors establish linkages to countries' established Nationally Determined Contributions (NDCs) under the 2015 Paris Agreement on Climate Change making it possible to promote Integrated Approach at national, regional and continental sustainable development in Africa. The approach is complemented by the utilizing desk-top literature review and secondary data source on LMEs in Africa for blue economy. This approach is supplemented with professional experts' views and opinions, and additional data gathered from field visits to 13 African countries in August 2019 and Nairobi, Kenya Africa Blue Economy Strategy Consultative Workshop in October 2019. The Blue Economy approach development in Africa will benefit both inland and coastal countries. It is recommended that a strong development of the continental tourism will boost the demand for tourism services and infrastructures. The development of eco-tourism will contribute to the conservation of ecosystems and reduce the ecological footprint. Blue Carbon and Ecosystem Services offer an opportunity to develop coastal wetland projects to mitigating climate change. Coastal protection, biomass production and water purification are among the most important ecosystem services delivered by African LMEs. Their current value is estimated to the average monetary value of carbon sequestration of about USD 130,000 per km2 of mangrove, salt marshes and sea grasses. © 2020 Elsevier B.V.","Export Date: 03 July 2023; Cited By: 24 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: tourism,positive,Tier 2 (Applications)",10.1016/j.envdev.2020.100572,Africa;Blue carbon & ecosystem services;Blue economy;Climate resilience;Coastal and marine tourism;Development;Environment;Infrastructure;Large marine ecosystems (LMEs);Military Personnel,,,10.1016/j.envdev.2020.100572,DOI(,10.1016/j.envdev.2020.100572,DOI(10.1016/j.envdev.2020.100572) OR,,,,,
rayyan-1032990986,Analysis of the coupled dynamic response of an offshore floating multi-purpose platform for the Blue Economy,2020,,,Ocean Engineering,,217,,,"Li, L. and Ruzzo, C. and Collu, M. and Gao, Y. and Failla, G. and Arena, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090195814&doi=10.1016%2fj.oceaneng.2020.107943&partnerID=40&md5=1904c1f3be4b87ad3ab7538c8ab49efd,,,,"A multi-purpose platform is an offshore system designed to serve the purposes of more than one offshore industry. Within the context of “The Blue Growth Farm” project, an innovative multi-purpose configuration, comprising a wind turbine, wave energy converters, and an internal pool to accommodate aquaculture fish cages, has been proposed. The present work proposes a framework to assess the coupled dynamic response of the multi-purpose platform in realistic environmental conditions. A simplified parametric analysis of the structure is first carried out to propose a preliminary design of the platform. The preliminary design is subsequently investigated through hydro-elastic and aero-hydro-servo-elastic coupled analyses. Modal analysis is performed through a 3D finite-element structural model. It confirms the feasibility of rigid-body hypothesis for the dynamic analysis of the support structure and manifests that the vibration modes of the structure are not excited by wave or wind loads. In order to assess the coupled dynamic responses, an aero-hydro-servo-elastic coupled numerical model is developed. The motion and structural responses in operational and survival states are investigated. A modified mean up-crossing rate method has been employed to assess the ultimate limit state. The results obtained from the present research confirm the technical feasibility of the proposed configuration and provide a reference for further studies on similar concepts. © 2020 Elsevier Ltd","Export Date: 03 July 2023; Cited By: 19 | RAYYAN-INCLUSION: { Marianne => Included } | RAYYAN-LABELS: Energy,neutral,aquaculture,Tier 2 (Applications)",10.1016/j.oceaneng.2020.107943,Coupled dynamic analysis;Floating wind turbine;Hydro-elastic analysis;Multi-purpose platform;Parametric analysis;Ultimate limit state;Wave energy converter;Dynamic response;Modal analysis;Offshore oil well production;Rigid structures;Wave energy conversion;3-D finite elements;Coupled dynamic response;Coupled numerical models;Environmental conditions;Mean up-crossing rate;Parametric -analysis;Wave energy converters;dynamic analysis;dynamic response;environmental conditions;floating structure;offshore structure;wave power;wind turbine;Vibration analysis,,,10.1016/j.oceaneng.2020.107943,DOI(,10.1016/j.oceaneng.2020.107943,DOI(10.1016/j.oceaneng.2020.107943) OR,,,,,
