title,doi,altmetric_jid,issns,journal,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,type,epubdate,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.scheme1,publisher_subjects.scheme2,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns1,issns2,pubdate,publisher_subjects.name,publisher_subjects.scheme,cited_by_fbwalls_count,scopus_subjects3,scopus_subjects4,cohorts.pub,publisher_subjects.name3,publisher_subjects.scheme3,cited_by_policies_count,scopus_subjects5,scopus_subjects6,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.name8,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,publisher_subjects.scheme8,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,cohorts.com,cited_by_msm_count,authors,cohorts.doc,cited_by_feeds_count,authors17,authors18,authors19,authors20,authors21,authors22,authors23,authors24,authors25,authors26,scopus_subjects,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,handles,handle,pmid,authors27,authors28,authors29,attribution,ordinal_number,arxiv_id,ads_id,isbns,isbns1,isbns2,editors,cited_by_wikipedia_count,uri,isbns3,authors_or_editors1,authors_or_editors2,authors_or_editors3,authors30,authors31,authors32,authors33,authors34,authors35,handles1,handles2,editors1,editors2,cited_by_rdts_count,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,editors3,editors4,authors57,authors58,published_date,year
Launching a Blue Economy: crucial first steps in designing a contextually sensitive and coherent approach,10.1080/1523908x.2020.1856054,4f6fa4d73cf058f6100012c3,NA,Journal of Environmental Policy &amp; Planning,3,23269984,10.2965549051694,6028989,73,17153585,462,9.52040259740251,128,72,333,506222,13.8035451284213,146469,70,358437,7,3.77857142857143,2,71,5,Michelle Voyer,Genevieve Quirk,Anna K. Farmery,Lana Kajlich,Robin Warner,NA,article,1607904000,96010783,1.5.4,FALSE,Environmental Science And Management,Urban And Regional Planning,era,era,9,8,8,1608766480,5,0,0,0,0,0,0,0,0,0,0,0,5,http://dx.doi.org/10.1080/1523908x.2020.1856054,1608041159,1607904000,Physical Sciences,Environmental Science,0,34,0,34,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,https://www.altmetric.com/details.php?citation_id=96010783,1523-908X,1522-7200,1620086400,NA,NA,NA,NA,NA,4,Policy And Administration,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-14T00:00:00Z,2020
Securing the sea: ecosystem-based adaptation and the biopolitics of insuring nature's rents,10.2458/jpe.2899,4f6fa62a3cf058f610007e02,1073-0451,Journal of Political Ecology: Case Studies in History and Society,NA,23794258,10.4174070889867,4104544,82,19687220,133,6.48445112781955,20,85,114,439775,14.8495441441639,88947,79,349411,5,2.116,1,99,5,NA,NA,NA,NA,NA,NA,article,1625961600,122312180,1.5.4,FALSE,NA,NA,NA,NA,1,NA,1,1684482720,8,8,8,8,0,0,0,0,0,0,0,0,8,http://dx.doi.org/10.2458/jpe.2899,1644130770,1625961600,NA,NA,0,46,0,46,https://badges.altmetric.com/?size=64&score=8&types=mmmmmmmm,https://badges.altmetric.com/?size=100&score=8&types=mmmmmmmm,https://badges.altmetric.com/?size=180&score=8&types=mmmmmmmm,https://www.altmetric.com/details.php?citation_id=122312180,NA,NA,NA,Studies In Human Society,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Jens Christiansen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-11T00:00:00Z,2021
"Analysis and Trends of Global Research on Nautical, Maritime and Marine Tourism",10.3390/jmse9010093,56b367f42a83eea9718b45d0,2077-1312,Journal of Marine Science and Engineering,NA,23275636,10.2970874305875,18120440,19,4492132,2709,2.73430638612034,1137,49,1328,502116,14.2234670394884,356049,25,126295,167,2.39032335329341,82,37,62,Rosa Martínez Vázquez,Juan Milán García,Jaime De Pablo Valenciano,NA,NA,NA,article,1610841600,129818487,1.5.4,FALSE,NA,NA,NA,NA,3,2,2,1670242817,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.3390/jmse9010093,1655457450,1610841600,NA,NA,0,93,0,93,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=129818487,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-17T00:00:00Z,2021
The future is now: marine aquaculture in the anthropocene,10.1093/icesjms/fsaa248,4f6fa4ec3cf058f610002a27,1095-9289,ICES Journal of Marine Science / Journal du Conseil,8,23510717,10.3590308632645,1114841,95,22396135,3173,9.72853892215569,185,94,2988,418760,16.5067734024249,31738,92,387028,50,8.41044,2,96,48,Fabrice Pernet,Howard I Browman,NA,NA,NA,NA,article,1614297600,100902484,1.5.4,FALSE,NA,NA,NA,NA,38,24,27,1673395200,31.06,3,0,0,0,0,0,0,0,0,0,0,31.06,http://dx.doi.org/10.1093/icesjms/fsaa248,1614358761,1614297600,Life Sciences,Environmental Science,0,55,0,55,https://badges.altmetric.com/?size=64&score=32&types=bttttttd,https://badges.altmetric.com/?size=100&score=32&types=bttttttd,https://badges.altmetric.com/?size=180&score=32&types=bttttttd,https://www.altmetric.com/details.php?citation_id=100902484,NA,NA,1616544000,Multidisciplinary,era,NA,Physical Sciences,Agricultural and Biological Sciences,14,NA,NA,1,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-26T00:00:00Z,2021
Perspectives on the impact of external risks on the future of dive tourism at a high latitude reef complex in the Indian Ocean Region,10.1080/19480881.2021.1970440,4f6fa52c3cf058f610004105,NA,Journal of the Indian Ocean Region,NA,23310485,10.3051782633621,18809260,11,2599563,177,4.78944632768362,151,3,6,429481,14.1861781731897,311426,17,73445,5,3.64,5,1,0,D. Dimopoulos,D. Queiros,C. Van Zyl,NA,NA,NA,article,1631232000,113983116,1.5.4,FALSE,Environmental Sciences,Studies In Human Society,era,era,2,1,1,1634566982,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1080/19480881.2021.1970440,1632485836,1631232000,NA,NA,0,12,0,12,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=113983116,1948-0881,1948-108X,1620086400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-10T00:00:00Z,2021
The Mediterranean Sea we want,10.1590/2675-2824069.21019mc,NA,2675-2824,Ocean and Coastal Research,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Margherita Cappelletto,Rosalia Santoleri,Lorenza Evangelista,Francois Galgani,Esther Garcés,Alessandra Giorgetti,article,1609459200,118702577,1.5.4,FALSE,NA,NA,NA,NA,19,19,19,1645457226,14.65,0,0,0,0,0,0,0,0,0,0,0,14.65,http://dx.doi.org/10.1590/2675-2824069.21019mc,1639242021,1609459200,NA,NA,0,37,0,37,https://badges.altmetric.com/?size=64&score=15&types=tttttttt,https://badges.altmetric.com/?size=100&score=15&types=tttttttt,https://badges.altmetric.com/?size=180&score=15&types=tttttttt,https://www.altmetric.com/details.php?citation_id=118702577,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabio Fava,Barak Herut,Karim Hilmi,Suzan Kholeif,Stefano Lorito,Cherif Sammari,Mónica Campillos Lianos,Mauro Celussi,Domenico D’Alelio,Fedra Francocci,NA,NA,NA,NA,NA,Giordano Giorgi,Donata Melaku Canu,Emanuele Organelli,Angela Pomaro,Gianmaria Sannino,Margarita Segou,Simona Simoncelli,Andrey Babeyko,Andrea Barbanti,Denis Chang-Seng,NA,NA,NA,NA,NA,NA,NA,NA,Vanessa Cardin,Raffaella Casotti,Aldo Drago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Souha El Asmi,Dina Eparkhina,Michèle Fichaut,Tatjiana Hema,Gabriele Procaccini,Francesca Santoro,NA,NA,NA,NA,NA,Michael Scoullos,Cosimo Solidoro,Fabio Trincardi,Leonardo Tunesi,Georg Umgiesser,Adriana Zingone,Tosca Ballerini,Amel Chaffai,Giovanni Coppini,Sieglinde Gruber,Jelena Knezevic,Gaetano Leone,Jerneja Penca,Nadia Pinardi,George Petihakis,Marie-Helen Rio,Mohamed Said,Zacharias Siokouros,Abdellah Srour,Maria Snoussi,Joaquín Tintoré,NA,NA,Vassiliki Vassilopoulou,Marco Zavatarelli,2021-01-01T00:00:00Z,2021
An instrument to assess Blue Economy entrepreneurship ecosystems: a case study from the Seychelles,10.1080/19480881.2021.1969516,4f6fa52c3cf058f610004105,NA,Journal of the Indian Ocean Region,NA,23310485,10.3051782633621,5555863,76,17746077,177,4.78944632768362,39,77,138,433427,14.1217400854118,108500,74,324819,5,3.64,1,80,4,Malshini Senaratne,Andrew Zimbroff,Jared T. Stevens,NA,NA,NA,article,1632614400,114255247,1.5.4,FALSE,Environmental Sciences,Studies In Human Society,era,era,8,7,7,1634566883,5.9,0,0,0,0,0,0,0,0,0,0,0,5.9,http://dx.doi.org/10.1080/19480881.2021.1969516,1632976434,1632614400,NA,NA,0,28,0,28,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,https://www.altmetric.com/details.php?citation_id=114255247,1948-0881,1948-108X,1620086400,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-26T00:00:00Z,2021
"The Nature and Scope of Illegal, Unreported, and Unregulated Fishing and Fisheries Crime in Cameroon: Implications for Maritime Security",10.1080/19392206.2021.1982241,4f6fa4db3cf058f610001760,NA,African Security,9,24176645,10.5553672965987,25231,99,24152344,161,17.9526708074534,2,99,160,422836,14.9267393031801,889,99,421948,5,150.54,2,80,4,NA,NA,NA,NA,NA,NA,article,1632355200,113913434,1.5.4,FALSE,NA,NA,NA,NA,125,30,120,1659252943,730.2,0,0,0,0,0,0,0,0,0,0,0,730.2,http://dx.doi.org/10.1080/19392206.2021.1982241,1632394092,1632355200,NA,NA,0,30,0,30,https://badges.altmetric.com/?size=64&score=731&types=mmmmmmtt,https://badges.altmetric.com/?size=100&score=731&types=mmmmmmtt,https://badges.altmetric.com/?size=180&score=731&types=mmmmmmtt,https://www.altmetric.com/details.php?citation_id=113913434,1939-2206,1939-2214,1625270400,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,Maurice Beseng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-23T00:00:00Z,2021
Tourism and fishing,10.1080/15022250.2021.1955739,4f6fa4cf3cf058f610000706,NA,Scandinavian Journal of Hospitality & Tourism,2,23310485,10.3051782633621,7656930,44,10403285,188,3.95609574468085,60,51,97,433700,14.6549891122906,157296,61,265646,6,2.25833333333333,2,66,4,NA,NA,NA,NA,NA,NA,article,1627430400,112096024,1.5.4,FALSE,NA,NA,NA,NA,3,3,3,1630475105,3,0,0,0,0,0,0,0,0,0,0,0,3,http://dx.doi.org/10.1080/15022250.2021.1955739,1629460533,1627430400,Social Sciences,"Business, Management and Accounting",0,44,0,44,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,https://www.altmetric.com/details.php?citation_id=112096024,1502-2250,1502-2269,1628380800,Tourism,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C. Michael Hall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-28T00:00:00Z,2021
Marine Pollution in Kuwait and Its Impacts on Fish-Stock Decline in Kuwaiti Waters: Reviewing the Kuwaiti Government's Policies and Practices,10.3389/frsus.2021.667822,616d87f7975cad001319ac4e,2673-4524,Frontiers in Sustainability,NA,23544006,10.3682918920569,6611968,71,16899470,333,8.652,60,80,269,437217,14.8555400636287,135425,68,300721,29,17.4286206896552,9,68,20,Mohammad E. A. Alqattan,Tim S. Gray,NA,NA,NA,NA,article,1626307200,109968844,1.5.4,FALSE,NA,NA,NA,NA,5,5,5,1678929375,4.1,2,1,0,0,0,0,0,0,0,0,0,4.1,http://dx.doi.org/10.3389/frsus.2021.667822,1626731085,1626307200,NA,NA,0,13,0,13,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,https://www.altmetric.com/details.php?citation_id=109968844,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-15T00:00:00Z,2021
Achieving Blue Growth Post-Weser: a Study of Aquaculture Regulation in the Nordic Region,10.1163/18760104-18030005,4f6fa6053cf058f610006623,NA,Journal for European Environmental & Planning Law,NA,23569120,10.3816569721956,6390572,72,17114154,57,4.82754385964912,19,66,38,435836,14.828115974815,129186,70,305806,1,1.5,1,99,1,Jonas Kyrönviita,David Langlet,Niko Soininen,Antti Belinskij,Sara Kymenvaara,Ellen Margrethe Basse,article,NA,110584600,1.5.4,FALSE,NA,NA,NA,NA,3,2,3,1673395200,4.5,3,0,0,0,0,0,0,0,0,0,0,4.5,http://dx.doi.org/10.1163/18760104-18030005,1627487138,1627257600,NA,NA,0,10,0,10,https://badges.altmetric.com/?size=64&score=5&types=tttttddd,https://badges.altmetric.com/?size=100&score=5&types=tttttddd,https://badges.altmetric.com/?size=180&score=5&types=tttttddd,https://www.altmetric.com/details.php?citation_id=110584600,1613-7272,1876-0104,1627257600,Urban And Regional Planning,era,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-26T00:00:00Z,2021
Numerical Simulation of the Effect of Buoy Geometries on PTO of Wave Energy Converters,10.5957/smc-2021-131,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamada, Ahmed A.","Furth, Mirjam",NA,NA,NA,NA,article,1634515200,118510073,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1639061714,1,0,0,0,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.5957/smc-2021-131,1639061728,1634515200,NA,NA,0,1,0,1,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=118510073,NA,NA,1634515200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-18T00:00:00Z,2021
"The Cyclical Nature of Maritime Security Threats: Illegal, Unreported, and Unregulated Fishing as a Threat to Human and National Security in the Gulf of Guinea",10.1080/19392206.2020.1724432,4f6fa4db3cf058f610001760,NA,African Security,26,23957285,10.5237005337765,285509,98,23677296,161,17.8228571428571,3,98,159,363358,16.4396037957046,7741,97,355632,6,36.105,1,99,6,NA,NA,NA,NA,NA,NA,article,1582761600,76803216,1.5.4,FALSE,NA,NA,NA,NA,139,77,88,1623004741,132.98,0,0,0,0,0,0,0,0,0,0,0,132.98,http://dx.doi.org/10.1080/19392206.2020.1724432,1582899736,1582761600,NA,NA,0,78,0,78,https://badges.altmetric.com/?size=64&score=133&types=mmbttttt,https://badges.altmetric.com/?size=100&score=133&types=mmbttttt,https://badges.altmetric.com/?size=180&score=133&types=mmbttttt,https://www.altmetric.com/details.php?citation_id=76803216,1939-2206,1939-2214,1585785600,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,Ifesinachi Okafor-Yarwood,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-27T00:00:00Z,2020
Building a Sustainable Blue Economy While Supporting Life Beneath the Seas,10.1002/ieam.4255,4f6fa6053cf058f610006604,NA,Integrated Environmental Assessment & Management,NA,23202641,10.2863443990032,15076075,32,7648937,935,4.92604064171123,446,47,447,374093,18.4241589444326,220514,38,142734,30,8.1466,12,56,17,NA,NA,NA,NA,NA,NA,article,1586649600,79872964,1.5.4,FALSE,Chemical Sciences,Environmental Sciences,era,era,2,2,2,1607073594,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,http://dx.doi.org/10.1002/ieam.4255,1586991887,1586649600,Medicine,Health Sciences,0,10,0,10,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=79872964,1551-3777,1551-3793,1588291200,NA,NA,NA,NA,NA,1,Biological Sciences,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sabine E Apitz,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32279453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-12T00:00:00Z,2020
Perspectives on the marine environment and biodiversity in recreational ports: The marina of Gijon as a case study,10.1016/j.marpolbul.2020.111645,4f6fa6053cf058f610006690,0025-326X,Marine Pollution Bulletin,1,23243271,10.2938265112652,18751750,11,2594747,8897,7.28434056423515,5597,30,2733,420770,16.2110854053275,315379,14,61279,287,5.6515331010453,156,38,110,A. Ibabe,Y.J. Borrell,S. Knobelspiess,E. Dopico,NA,NA,article,NA,91059686,1.5.4,FALSE,NA,NA,NA,NA,3,2,2,1601085265,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1016/j.marpolbul.2020.111645,1600873912,1604188800,Life Sciences,Environmental Science,0,52,0,52,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=91059686,NA,NA,1604188800,Multidisciplinary,era,NA,Physical Sciences,Agricultural and Biological Sciences,1,NA,NA,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-01T00:00:00Z,2020
